"city","County","Year","Latitude","Longitude","HTD","CAN","STK","CLD","PNF"
"Anaheim","Orange",2006,33.8359,-117.9086,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2006,33.8397,-117.9388,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2006,33.8428,-117.9546,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2006,33.8544,-117.7858,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2006,33.8579,-117.7513,157.07,123.00,40.10,26.23,22.01
"Anaheim","Orange",2007,33.8085,-117.9228,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2007,33.8186,-117.9729,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2007,33.8356,-117.8681,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2007,33.8359,-117.9086,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2007,33.8428,-117.9546,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2007,33.8544,-117.7858,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2007,33.8579,-117.7513,155.56,130.84,27.74,31.35,19.90
"Anaheim","Orange",2008,33.8085,-117.9228,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2008,33.8186,-117.9729,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2008,33.8356,-117.8681,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2008,33.8359,-117.9086,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2008,33.8428,-117.9546,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2008,33.8544,-117.7858,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2008,33.8579,-117.7513,148.02,120.89,36.78,32.56,18.69
"Anaheim","Orange",2009,33.8085,-117.9228,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2009,33.8186,-117.9729,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2009,33.8356,-117.8681,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2009,33.8359,-117.9086,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2009,33.8428,-117.9546,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2009,33.8544,-117.7858,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2009,33.8579,-117.7513,138.08,144.11,33.46,23.21,19.90
"Anaheim","Orange",2010,33.8085,-117.9228,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2010,33.8186,-117.9729,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2010,33.8356,-117.8681,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2010,33.8359,-117.9086,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2010,33.8428,-117.9546,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2010,33.8544,-117.7858,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2010,33.8579,-117.7513,136.80,132.63,30.33,26.47,20.52
"Anaheim","Orange",2011,33.8085,-117.9228,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8186,-117.9729,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8356,-117.8681,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8359,-117.9086,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8397,-117.9388,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8428,-117.9546,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8544,-117.7858,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2011,33.8579,-117.7513,149.83,141.77,25.97,30.14,24.77
"Anaheim","Orange",2012,33.8085,-117.9228,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2012,33.8186,-117.9729,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2012,33.8356,-117.8681,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2012,33.8359,-117.9086,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2012,33.8428,-117.9546,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2012,33.8544,-117.7858,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2012,33.8579,-117.7513,146.98,125.34,33.48,29.93,26.08
"Anaheim","Orange",2013,33.8085,-117.9228,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8173,-117.9607,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8186,-117.9729,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8356,-117.8681,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8359,-117.9086,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8426,-117.9388,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8428,-117.9546,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8544,-117.7858,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2013,33.8579,-117.7513,147.32,134.97,34.40,33.52,17.35
"Anaheim","Orange",2014,33.8085,-117.9228,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8186,-117.9729,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8319,-117.9121,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8356,-117.8681,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8359,-117.9086,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8397,-117.9388,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8428,-117.9546,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8442,-117.9555,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8544,-117.7858,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2014,33.8579,-117.7513,144.62,133.54,33.82,30.32,15.74
"Anaheim","Orange",2015,33.8085,-117.9228,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.817,-117.9286,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8186,-117.9729,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8319,-117.9121,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8356,-117.9132,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8356,-117.8681,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8359,-117.9086,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8397,-117.9388,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8428,-117.9546,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8544,-117.7858,169.86,144.11,39.64,30.67,17.07
"Anaheim","Orange",2015,33.8579,-117.7513,169.86,144.11,39.64,30.67,17.07
"Anderson","Shasta",2000,40.4574,-122.3282,653.96,554.20,110.84,254.93,44.34
"Anderson","Shasta",2001,40.4574,-122.3282,820.22,543.12,155.18,232.76,77.59
"Anderson","Shasta",2002,40.4574,-122.3282,953.23,820.22,177.34,266.02,66.50
"Anderson","Shasta",2003,40.4574,-122.3282,587.45,653.96,166.26,288.18,22.17
"Anderson","Shasta",2004,40.4574,-122.3282,587.45,587.45,133.01,310.35,44.34
"Anderson","Shasta",2005,40.4574,-122.3282,668.19,534.56,57.27,171.82,19.09
"Anderson","Shasta",2006,40.4574,-122.3282,773.20,572.74,171.82,200.46,38.18
"Anderson","Shasta",2007,40.4574,-122.3282,649.10,601.37,105.00,219.55,47.73
"Anderson","Shasta",2008,40.4574,-122.3282,763.65,563.19,124.09,381.83,47.73
"Anderson","Shasta",2009,40.4574,-122.3282,658.65,668.19,133.64,200.46,19.09
"Anderson","Shasta",2010,40.4574,-122.3282,543.70,795.41,110.75,261.78,30.21
"Anderson","Shasta",2011,40.4574,-122.3282,705.15,453.31,120.88,332.43,120.88
"Anderson","Shasta",2012,40.4574,-122.3282,631.83,471.37,130.38,300.87,170.49
"Anderson","Shasta",2013,40.4574,-122.3282,718.20,668.33,89.78,279.30,69.83
"Anderson","Shasta",2014,40.4574,-122.3282,635.80,566.26,109.28,268.23,39.74
"Anderson","Shasta",2015,40.4574,-122.3282,691.56,701.44,88.92,395.18,59.28
"Angwin","Napa",2000,38.5769,-122.4477,63.53,127.06,127.06,63.53,0.00
"Angwin","Napa",2001,38.5769,-122.4477,31.77,222.36,190.60,0.00,0.00
"Angwin","Napa",2002,38.5769,-122.4477,95.30,254.13,63.53,0.00,0.00
"Angwin","Napa",2003,38.5769,-122.4477,63.53,127.06,95.30,0.00,0.00
"Angwin","Napa",2004,38.5769,-122.4477,254.13,63.53,31.77,0.00,0.00
"Angwin","Napa",2005,38.5769,-122.4477,164.70,109.80,0.00,0.00,0.00
"Angwin","Napa",2006,38.5769,-122.4477,137.25,192.15,27.45,0.00,27.45
"Angwin","Napa",2007,38.5769,-122.4477,27.45,27.45,54.90,0.00,0.00
"Angwin","Napa",2008,38.5769,-122.4477,109.80,109.80,54.90,0.00,54.90
"Angwin","Napa",2009,38.5769,-122.4477,247.05,109.80,27.45,0.00,27.45
"Angwin","Napa",2010,38.5769,-122.4477,163.88,229.43,0.00,0.00,0.00
"Angwin","Napa",2011,38.5769,-122.4477,31.46,188.74,0.00,0.00,31.46
"Angwin","Napa",2012,38.5769,-122.4477,123.72,92.79,30.93,0.00,0.00
"Angwin","Napa",2013,38.5769,-122.4477,60.17,90.25,0.00,0.00,60.17
"Angwin","Napa",2014,38.5769,-122.4477,83.73,167.46,0.00,0.00,27.91
"Angwin","Napa",2015,38.5769,-122.4477,28.39,113.57,56.79,0.00,28.39
"Antioch","Contra Costa",2000,37.9939,-121.8089,144.70,121.50,49.71,26.51,15.46
"Antioch","Contra Costa",2001,37.9658,-121.7758,192.20,131.45,48.60,37.56,26.51
"Antioch","Contra Costa",2001,37.9939,-121.8089,192.20,131.45,48.60,37.56,26.51
"Antioch","Contra Costa",2002,37.9658,-121.7758,154.64,145.80,50.81,30.93,25.41
"Antioch","Contra Costa",2002,37.9939,-121.8089,154.64,145.80,50.81,30.93,25.41
"Antioch","Contra Costa",2003,37.9658,-121.7758,155.75,159.06,50.81,37.56,23.20
"Antioch","Contra Costa",2003,37.9939,-121.8089,155.75,159.06,50.81,37.56,23.20
"Antioch","Contra Costa",2004,37.9658,-121.7758,142.49,146.91,45.29,49.71,24.30
"Antioch","Contra Costa",2004,37.9939,-121.8089,142.49,146.91,45.29,49.71,24.30
"Antioch","Contra Costa",2005,37.9658,-121.7758,132.86,137.89,38.25,43.28,23.15
"Antioch","Contra Costa",2005,37.9939,-121.8089,132.86,137.89,38.25,43.28,23.15
"Antioch","Contra Costa",2006,37.9658,-121.7758,134.87,151.98,31.20,39.25,25.16
"Antioch","Contra Costa",2006,37.9939,-121.8089,134.87,151.98,31.20,39.25,25.16
"Antioch","Contra Costa",2007,37.9658,-121.7758,136.88,141.92,39.25,43.28,16.10
"Antioch","Contra Costa",2007,37.9939,-121.8089,136.88,141.92,39.25,43.28,16.10
"Antioch","Contra Costa",2008,37.9658,-121.7758,118.77,145.94,42.27,41.27,11.07
"Antioch","Contra Costa",2008,37.9939,-121.8089,118.77,145.94,42.27,41.27,11.07
"Antioch","Contra Costa",2009,37.9658,-121.7758,118.77,127.82,33.21,57.37,12.08
"Antioch","Contra Costa",2009,37.9939,-121.8089,118.77,127.82,33.21,57.37,12.08
"Antioch","Contra Costa",2010,37.9658,-121.7758,128.94,150.43,42.00,34.19,13.68
"Antioch","Contra Costa",2010,37.9939,-121.8089,128.94,150.43,42.00,34.19,13.68
"Antioch","Contra Costa",2011,37.9658,-121.7758,152.30,150.32,35.60,40.55,29.67
"Antioch","Contra Costa",2011,37.9939,-121.8089,152.30,150.32,35.60,40.55,29.67
"Antioch","Contra Costa",2012,37.9658,-121.7758,117.96,153.06,45.82,38.02,41.92
"Antioch","Contra Costa",2012,37.9939,-121.8089,117.96,153.06,45.82,38.02,41.92
"Antioch","Contra Costa",2013,37.9658,-121.7758,135.53,141.30,42.29,52.87,8.65
"Antioch","Contra Costa",2013,37.9939,-121.8089,135.53,141.30,42.29,52.87,8.65
"Antioch","Contra Costa",2014,37.9658,-121.7758,147.69,145.79,41.65,31.24,8.52
"Antioch","Contra Costa",2014,37.9939,-121.8089,147.69,145.79,41.65,31.24,8.52
"Antioch","Contra Costa",2015,37.9658,-121.7758,129.30,152.56,57.67,43.72,19.53
"Antioch","Contra Costa",2015,37.9939,-121.8089,129.30,152.56,57.67,43.72,19.53
"Aptos","Santa Cruz",2000,36.9797,-121.8902,585.36,329.93,117.07,127.71,53.21
"Aptos","Santa Cruz",2001,36.9797,-121.8902,457.64,457.64,85.14,85.14,42.57
"Aptos","Santa Cruz",2002,36.9797,-121.8902,585.36,351.21,149.00,85.14,42.57
"Aptos","Santa Cruz",2003,36.9797,-121.8902,521.50,447.00,106.43,95.79,31.93
"Aptos","Santa Cruz",2004,36.9797,-121.8902,436.36,500.21,106.43,53.21,31.93
"Aptos","Santa Cruz",2005,36.9797,-121.8902,460.72,518.31,23.04,149.74,57.59
"Aptos","Santa Cruz",2006,36.9797,-121.8902,495.28,552.87,69.11,92.14,34.55
"Aptos","Santa Cruz",2007,36.9797,-121.8902,518.31,668.05,103.66,92.14,46.07
"Aptos","Santa Cruz",2008,36.9797,-121.8902,495.28,495.28,115.18,80.63,34.55
"Aptos","Santa Cruz",2009,36.9797,-121.8902,460.72,472.24,138.22,138.22,57.59
"Aptos","Santa Cruz",2010,36.9797,-121.8902,562.70,852.09,160.77,64.31,80.39
"Aptos","Santa Cruz",2011,36.9797,-121.8902,767.85,865.87,81.69,98.02,65.35
"Aptos","Santa Cruz",2012,36.9797,-121.8902,823.18,664.87,79.15,126.64,126.64
"Aptos","Santa Cruz",2013,36.9797,-121.8902,746.14,884.96,138.82,86.76,52.06
"Aptos","Santa Cruz",2014,36.9797,-121.8902,579.02,868.53,119.21,68.12,51.09
"Aptos","Santa Cruz",2015,36.979,-121.898,677.91,744.05,115.74,49.60,165.34
"Aptos","Santa Cruz",2015,36.9797,-121.8902,677.91,744.05,115.74,49.60,165.34
"Arbuckle","Colusa",2000,39.0138,-122.0274,85.76,385.93,42.88,85.76,42.88
"Arbuckle","Colusa",2001,39.0138,-122.0274,428.82,300.17,0.00,42.88,42.88
"Arbuckle","Colusa",2002,39.0138,-122.0274,257.29,128.64,42.88,0.00,42.88
"Arbuckle","Colusa",2003,39.0138,-122.0274,171.53,300.17,0.00,0.00,0.00
"Arbuckle","Colusa",2004,39.0138,-122.0274,171.53,257.29,85.76,42.88,42.88
"Arbuckle","Colusa",2005,39.0138,-122.0274,107.45,179.08,35.82,0.00,35.82
"Arbuckle","Colusa",2006,39.0138,-122.0274,179.08,107.45,35.82,35.82,0.00
"Arbuckle","Colusa",2007,39.0138,-122.0274,143.27,179.08,35.82,0.00,0.00
"Arbuckle","Colusa",2008,39.0138,-122.0274,250.72,179.08,35.82,35.82,0.00
"Arbuckle","Colusa",2009,39.0138,-122.0274,214.90,71.63,0.00,71.63,35.82
"Arbuckle","Colusa",2010,39.0138,-122.0274,165.13,198.15,66.05,132.10,0.00
"Arbuckle","Colusa",2011,39.0138,-122.0274,370.83,247.22,0.00,30.90,30.90
"Arbuckle","Colusa",2012,39.0138,-122.0274,149.66,119.72,89.79,29.93,59.86
"Arbuckle","Colusa",2013,39.0138,-122.0274,122.10,122.10,0.00,0.00,0.00
"Arbuckle","Colusa",2014,39.0138,-122.0274,33.23,232.64,0.00,33.23,0.00
"Arbuckle","Colusa",2015,39.0138,-122.0274,357.14,178.57,89.29,148.81,0.00
"Arcadia","Los Angeles",2000,34.1243,-118.0515,335.51,216.76,64.09,28.27,71.63
"Arcadia","Los Angeles",2000,34.1324,-118.0264,335.51,216.76,64.09,28.27,71.63
"Arcadia","Los Angeles",2001,34.1243,-118.0515,280.85,228.07,65.97,26.39,56.55
"Arcadia","Los Angeles",2001,34.1324,-118.0264,280.85,228.07,65.97,26.39,56.55
"Arcadia","Los Angeles",2002,34.1243,-118.0515,329.85,214.88,65.97,58.43,49.01
"Arcadia","Los Angeles",2002,34.1324,-118.0264,329.85,214.88,65.97,58.43,49.01
"Arcadia","Los Angeles",2003,34.1243,-118.0515,286.50,260.11,64.09,39.58,37.70
"Arcadia","Los Angeles",2003,34.1324,-118.0264,286.50,260.11,64.09,39.58,37.70
"Arcadia","Los Angeles",2004,34.1243,-118.0515,295.92,173.41,49.01,37.70,47.12
"Arcadia","Los Angeles",2004,34.1324,-118.0264,295.92,173.41,49.01,37.70,47.12
"Arcadia","Los Angeles",2005,34.1243,-118.0515,246.37,239.17,75.53,26.97,26.97
"Arcadia","Los Angeles",2005,34.1324,-118.0264,246.37,239.17,75.53,26.97,26.97
"Arcadia","Los Angeles",2006,34.1243,-118.0515,237.38,206.80,64.74,46.76,26.97
"Arcadia","Los Angeles",2006,34.1324,-118.0264,237.38,206.80,64.74,46.76,26.97
"Arcadia","Los Angeles",2007,34.1243,-118.0515,246.37,226.59,46.76,28.77,48.55
"Arcadia","Los Angeles",2007,34.1324,-118.0264,246.37,226.59,46.76,28.77,48.55
"Arcadia","Los Angeles",2008,34.1243,-118.0515,257.16,208.60,57.55,55.75,39.56
"Arcadia","Los Angeles",2008,34.1324,-118.0264,257.16,208.60,57.55,55.75,39.56
"Arcadia","Los Angeles",2009,34.1243,-118.0515,251.76,205.01,59.34,46.76,35.97
"Arcadia","Los Angeles",2009,34.1324,-118.0264,251.76,205.01,59.34,46.76,35.97
"Arcadia","Los Angeles",2010,34.1243,-118.0515,186.29,173.87,63.87,42.58,35.48
"Arcadia","Los Angeles",2010,34.1324,-118.0264,186.29,173.87,63.87,42.58,35.48
"Arcadia","Los Angeles",2011,34.1243,-118.0515,253.60,216.10,64.29,42.86,21.43
"Arcadia","Los Angeles",2011,34.1324,-118.0264,253.60,216.10,64.29,42.86,21.43
"Arcadia","Los Angeles",2012,34.1243,-118.0515,221.25,201.78,67.26,42.48,24.78
"Arcadia","Los Angeles",2012,34.1324,-118.0264,221.25,201.78,67.26,42.48,24.78
"Arcadia","Los Angeles",2013,34.1243,-118.0515,232.57,200.85,52.86,45.81,33.48
"Arcadia","Los Angeles",2013,34.1324,-118.0264,232.57,200.85,52.86,45.81,33.48
"Arcadia","Los Angeles",2013,34.1397,-118.0353,232.57,200.85,52.86,45.81,33.48
"Arcadia","Los Angeles",2014,34.1243,-118.0515,207.86,207.86,61.13,31.44,38.43
"Arcadia","Los Angeles",2014,34.1324,-118.0264,207.86,207.86,61.13,31.44,38.43
"Arcadia","Los Angeles",2015,34.1243,-118.0515,236.26,208.46,79.91,43.43,41.69
"Arcadia","Los Angeles",2015,34.1324,-118.0264,236.26,208.46,79.91,43.43,41.69
"Arcata","Humboldt",2000,40.8742,-124.0765,186.18,162.15,72.07,78.07,12.01
"Arcata","Humboldt",2001,40.8742,-124.0765,234.22,168.16,36.03,54.05,18.02
"Arcata","Humboldt",2002,40.8742,-124.0765,162.15,216.20,18.02,42.04,18.02
"Arcata","Humboldt",2003,40.8742,-124.0765,174.16,138.13,24.02,48.05,12.01
"Arcata","Humboldt",2004,40.8742,-124.0765,216.20,150.14,42.04,24.02,42.04
"Arcata","Humboldt",2005,40.8742,-124.0765,246.86,141.06,76.41,11.76,23.51
"Arcata","Humboldt",2006,40.8742,-124.0765,223.35,199.84,64.65,29.39,17.63
"Arcata","Humboldt",2007,40.8742,-124.0765,146.94,170.45,47.02,35.27,23.51
"Arcata","Humboldt",2008,40.8742,-124.0765,129.31,146.94,35.27,41.14,17.63
"Arcata","Humboldt",2009,40.8742,-124.0765,141.06,176.33,35.27,64.65,5.88
"Arcata","Humboldt",2010,40.8742,-124.0765,87.05,156.69,46.43,58.03,11.61
"Arcata","Humboldt",2011,40.8742,-124.0765,122.68,163.57,46.73,46.73,58.42
"Arcata","Humboldt",2012,40.8742,-124.0765,183.69,212.39,22.96,28.70,74.62
"Arcata","Humboldt",2013,40.8685,-124.0856,102.51,148.07,22.78,34.17,0.00
"Arcata","Humboldt",2013,40.8742,-124.0765,102.51,148.07,22.78,34.17,0.00
"Arcata","Humboldt",2014,40.8742,-124.0765,96.16,152.72,56.56,56.56,22.63
"Arcata","Humboldt",2015,40.8685,-124.0856,135.20,129.56,5.63,45.07,0.00
"Arcata","Humboldt",2015,40.8742,-124.0765,135.20,129.56,5.63,45.07,0.00
"Armona","Kings",2000,36.3095,-119.7053,61.75,92.62,92.62,0.00,0.00
"Armona","Kings",2001,36.3095,-119.7053,308.74,123.49,30.87,0.00,0.00
"Armona","Kings",2002,36.3095,-119.7053,185.24,61.75,61.75,61.75,0.00
"Armona","Kings",2003,36.3095,-119.7053,154.37,92.62,0.00,61.75,0.00
"Armona","Kings",2004,36.3095,-119.7053,123.49,61.75,0.00,61.75,30.87
"Armona","Kings",2005,36.3095,-119.7053,208.77,149.12,29.82,59.65,0.00
"Armona","Kings",2006,36.3095,-119.7053,178.94,89.47,89.47,0.00,0.00
"Armona","Kings",2007,36.3095,-119.7053,89.47,119.30,59.65,59.65,59.65
"Armona","Kings",2008,36.3095,-119.7053,89.47,89.47,0.00,59.65,0.00
"Armona","Kings",2009,36.3095,-119.7053,208.77,89.47,0.00,59.65,0.00
"Armona","Kings",2010,36.3095,-119.7053,144.37,168.43,24.06,72.18,24.06
"Armona","Kings",2011,36.3095,-119.7053,146.24,87.74,87.74,0.00,58.50
"Armona","Kings",2012,36.3095,-119.7053,245.83,163.89,0.00,27.31,27.31
"Armona","Kings",2013,36.3095,-119.7053,264.69,238.22,26.47,105.88,0.00
"Armona","Kings",2014,36.3095,-119.7053,113.28,84.96,28.32,0.00,28.32
"Armona","Kings",2015,36.3095,-119.7053,80.56,161.12,26.85,0.00,0.00
"Arnold","Calaveras",2000,38.3086,-120.268,237.08,237.08,47.42,23.71,0.00
"Arnold","Calaveras",2001,38.3086,-120.268,284.50,213.37,0.00,47.42,23.71
"Arnold","Calaveras",2002,38.3086,-120.268,189.66,189.66,118.54,47.42,23.71
"Arnold","Calaveras",2003,38.3086,-120.268,142.25,142.25,47.42,71.12,23.71
"Arnold","Calaveras",2004,38.3086,-120.268,213.37,237.08,23.71,47.42,0.00
"Arnold","Calaveras",2005,38.3086,-120.268,409.28,238.74,68.21,34.11,0.00
"Arnold","Calaveras",2006,38.3086,-120.268,409.28,170.53,34.11,34.11,34.11
"Arnold","Calaveras",2007,38.3086,-120.268,238.74,306.96,0.00,0.00,0.00
"Arnold","Calaveras",2008,38.3086,-120.268,238.74,272.85,34.11,34.11,34.11
"Arnold","Calaveras",2009,38.3086,-120.268,238.74,341.06,68.21,68.21,0.00
"Arnold","Calaveras",2010,38.3086,-120.268,156.13,260.21,52.04,52.04,26.02
"Arnold","Calaveras",2011,38.3086,-120.268,409.84,283.73,31.53,0.00,94.58
"Arnold","Calaveras",2012,38.3086,-120.268,352.66,470.22,78.37,78.37,78.37
"Arnold","Calaveras",2013,38.3086,-120.268,198.81,437.38,119.28,119.28,0.00
"Arnold","Calaveras",2014,38.3086,-120.268,366.57,183.28,36.66,36.66,36.66
"Arnold","Calaveras",2015,38.3086,-120.268,313.23,509.01,78.31,78.31,39.15
"Aromas","Monterey",2000,36.8769,-121.6324,143.01,321.77,107.26,71.51,0.00
"Aromas","Monterey",2001,36.8769,-121.6324,214.52,214.52,0.00,0.00,35.75
"Aromas","Monterey",2002,36.8769,-121.6324,357.53,107.26,107.26,35.75,71.51
"Aromas","Monterey",2003,36.8769,-121.6324,250.27,250.27,0.00,71.51,0.00
"Aromas","Monterey",2004,36.8769,-121.6324,178.76,178.76,0.00,143.01,0.00
"Aromas","Monterey",2005,36.8769,-121.6324,241.08,289.30,96.43,0.00,48.22
"Aromas","Monterey",2006,36.8769,-121.6324,144.65,433.94,0.00,0.00,48.22
"Aromas","Monterey",2007,36.8769,-121.6324,144.65,385.73,96.43,48.22,0.00
"Aromas","Monterey",2008,36.8769,-121.6324,241.08,241.08,0.00,48.22,0.00
"Aromas","Monterey",2009,36.8769,-121.6324,385.73,289.30,48.22,48.22,48.22
"Aromas","Monterey",2010,36.8769,-121.6324,339.62,264.15,113.21,75.47,0.00
"Aromas","Monterey",2011,36.8769,-121.6324,197.47,276.46,118.48,0.00,78.99
"Aromas","Monterey",2012,36.8769,-121.6324,215.13,286.84,35.86,35.86,71.71
"Aromas","Monterey",2013,36.8769,-121.6324,372.58,260.80,74.52,149.03,37.26
"Aromas","Monterey",2014,36.8769,-121.6324,149.42,298.84,0.00,37.36,0.00
"Aromas","Monterey",2015,36.8769,-121.6324,174.83,279.72,69.93,34.97,34.97
"Arroyo Grande","San Luis Obispo",2000,35.1661,-120.4651,435.30,391.14,145.10,63.09,44.16
"Arroyo Grande","San Luis Obispo",2001,35.1661,-120.4651,529.94,441.61,126.18,113.56,56.78
"Arroyo Grande","San Luis Obispo",2002,35.1661,-120.4651,416.38,410.07,189.26,113.56,50.47
"Arroyo Grande","San Luis Obispo",2003,35.1661,-120.4651,511.01,441.61,164.03,100.94,44.16
"Arroyo Grande","San Luis Obispo",2004,35.1661,-120.4651,542.55,435.30,94.63,151.41,75.71
"Arroyo Grande","San Luis Obispo",2005,35.1661,-120.4651,492.82,326.56,65.31,83.13,35.63
"Arroyo Grande","San Luis Obispo",2006,35.1661,-120.4651,629.38,427.50,130.63,130.63,53.44
"Arroyo Grande","San Luis Obispo",2007,35.1661,-120.4651,480.94,463.13,112.81,77.19,47.50
