"city","County","Year","Latitude","Longitude","HTD","CAN","STK","CLD","PNF"
"Los Angeles","Los Angeles",2012,33.9497,-118.2462,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9551,-118.2901,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9569,-118.3073,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9631,-118.3941,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9653,-118.2727,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9731,-118.2479,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9853,-118.3707,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9871,-118.3321,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9909,-118.1532,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,33.9994,-118.2133,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.003,-118.4298,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.003,-118.2863,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0032,-118.3073,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0079,-118.2582,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0116,-118.3411,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0245,-118.1975,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0245,-118.1561,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.029,-118.4005,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.029,-118.3152,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0294,-118.2871,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0298,-118.3528,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0333,-118.2447,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0353,-118.4259,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0434,-118.2716,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0443,-118.2509,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0447,-118.4487,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0448,-118.2434,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0451,-118.1859,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0482,-118.3343,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0487,-118.2084,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0493,-118.2917,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0531,-118.3806,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0551,-118.4095,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0559,-118.2666,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0585,-118.3012,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0606,-118.3027,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0614,-118.2385,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0622,-118.2763,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0637,-118.4408,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.066,-118.474,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0665,-118.3022,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0699,-118.3492,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0737,-118.372,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0762,-118.3029,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0766,-118.2646,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0783,-118.2113,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0818,-118.1753,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.0898,-118.3215,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.09,-118.2944,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1005,-118.3254,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.104,-118.2925,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1073,-118.2266,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1074,-118.3652,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1112,-118.4502,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1121,-118.2594,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1145,-118.1929,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1156,-118.3305,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2012,34.1339,-118.2082,95.91,82.61,19.71,13.64,13.67
"Los Angeles","Los Angeles",2013,33.7866,-118.2987,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.7866,-118.2987,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.7866,-118.2987,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9245,-118.2716,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9293,-118.2463,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9497,-118.2462,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9551,-118.2901,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9569,-118.3073,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9631,-118.3941,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9653,-118.2727,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9731,-118.2479,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9853,-118.3707,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9871,-118.3321,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9909,-118.1532,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,33.9994,-118.2133,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.003,-118.4298,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.003,-118.2863,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0032,-118.3073,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0079,-118.2582,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0116,-118.3411,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0245,-118.1975,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0245,-118.1561,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.029,-118.4005,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.029,-118.3152,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0294,-118.2871,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0298,-118.3528,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0333,-118.2447,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0353,-118.4259,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0434,-118.2716,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0443,-118.2509,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0447,-118.4487,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0448,-118.2434,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0451,-118.1859,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0482,-118.3343,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0487,-118.2084,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0493,-118.2917,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0522,-118.2437,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0531,-118.3806,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0551,-118.4095,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0559,-118.2666,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0585,-118.3012,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0606,-118.3027,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0614,-118.2385,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0622,-118.2763,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0637,-118.4408,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.066,-118.474,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0665,-118.3022,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0699,-118.3492,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0737,-118.372,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0762,-118.3029,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0766,-118.2646,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0783,-118.2113,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0818,-118.1753,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.0898,-118.3215,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.09,-118.2944,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1005,-118.3254,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.104,-118.2925,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1073,-118.2266,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1074,-118.3652,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1112,-118.4502,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1121,-118.2594,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1145,-118.1929,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1156,-118.3305,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2013,34.1339,-118.2082,99.34,78.36,19.86,14.50,14.66
"Los Angeles","Los Angeles",2014,33.7866,-118.2987,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9245,-118.2716,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9293,-118.2463,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9497,-118.2462,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9551,-118.2901,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9569,-118.3073,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9631,-118.3941,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9653,-118.2727,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9731,-118.2479,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9853,-118.3707,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9871,-118.3321,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9909,-118.1532,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,33.9994,-118.2133,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.003,-118.4298,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.003,-118.2863,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0032,-118.3073,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0079,-118.2582,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0116,-118.3411,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0245,-118.1975,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0245,-118.1561,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.029,-118.4005,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.029,-118.3152,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0294,-118.2871,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0298,-118.3528,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0333,-118.2447,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0353,-118.4259,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0434,-118.2716,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0443,-118.2509,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0447,-118.4487,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0448,-118.2434,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0451,-118.1859,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0482,-118.3343,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0487,-118.2084,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0493,-118.2917,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0522,-118.2437,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0531,-118.3806,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0551,-118.4095,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0559,-118.2666,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0585,-118.3012,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0606,-118.3027,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0614,-118.2385,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0622,-118.2763,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0637,-118.4408,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.066,-118.474,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0665,-118.3022,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0699,-118.3492,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0737,-118.372,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0762,-118.3029,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0766,-118.2646,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0783,-118.2113,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0818,-118.1753,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.0898,-118.3215,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.09,-118.2944,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1005,-118.3254,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.104,-118.2925,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1073,-118.2266,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1074,-118.3652,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1112,-118.4502,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1121,-118.2594,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1145,-118.1929,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1156,-118.3305,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2014,34.1339,-118.2082,91.11,78.27,18.12,13.18,12.48
"Los Angeles","Los Angeles",2015,33.7866,-118.2987,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.7866,-118.2987,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9245,-118.2716,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9293,-118.2463,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9497,-118.2462,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9551,-118.2901,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9569,-118.3073,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9631,-118.3941,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9653,-118.2727,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9731,-118.2479,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9853,-118.3707,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9871,-118.3321,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9909,-118.1532,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,33.9994,-118.2133,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.003,-118.4298,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.003,-118.2863,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0032,-118.3073,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0079,-118.2582,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0116,-118.3411,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0245,-118.1975,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0245,-118.1561,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.029,-118.4005,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.029,-118.3152,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0294,-118.2871,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0298,-118.3528,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0333,-118.2447,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0353,-118.4259,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0434,-118.2716,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0443,-118.2509,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0447,-118.4487,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0448,-118.2434,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0451,-118.1859,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0482,-118.3343,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0487,-118.2084,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0493,-118.2917,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0522,-118.2437,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0529,-118.2549,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0531,-118.3806,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0551,-118.4095,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0559,-118.2666,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0585,-118.3012,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0606,-118.3027,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0614,-118.2385,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0622,-118.2763,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0637,-118.4408,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.066,-118.474,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0665,-118.3022,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0699,-118.3492,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0737,-118.372,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0762,-118.3029,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0766,-118.2646,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0783,-118.2113,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0818,-118.1753,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.0898,-118.3215,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.09,-118.2944,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1005,-118.3254,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.104,-118.2925,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1073,-118.2266,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1074,-118.3652,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1112,-118.4502,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1121,-118.2594,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1145,-118.1929,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1156,-118.3305,95.16,80.75,21.64,13.20,12.79
"Los Angeles","Los Angeles",2015,34.1339,-118.2082,95.16,80.75,21.64,13.20,12.79
"Los Banos","Merced",2000,37.0627,-120.8544,181.68,181.68,42.52,69.58,23.19
"Los Banos","Merced",2001,37.0627,-120.8544,212.61,139.16,38.66,42.52,23.19
"Los Banos","Merced",2002,37.0627,-120.8544,212.61,108.24,57.98,23.19,15.46
"Los Banos","Merced",2003,37.0627,-120.8544,189.42,170.09,65.72,54.12,27.06
"Los Banos","Merced",2004,37.0627,-120.8544,201.01,177.82,50.25,30.93,11.60
"Los Banos","Merced",2005,37.0627,-120.8544,108.45,102.59,32.24,14.66,20.52
"Los Banos","Merced",2006,37.0627,-120.8544,167.07,111.38,41.04,38.10,14.66
"Los Banos","Merced",2007,37.0627,-120.8544,117.24,126.04,26.38,41.04,5.86
"Los Banos","Merced",2008,37.0627,-120.8544,152.42,126.04,26.38,38.10,26.38
"Los Banos","Merced",2009,37.0627,-120.8544,158.28,152.42,26.38,17.59,17.59
"Los Banos","Merced",2010,37.0627,-120.8544,116.76,125.10,38.92,33.36,22.24
"Los Banos","Merced",2011,37.0627,-120.8544,158.86,147.51,31.20,31.20,17.02
"Los Banos","Merced",2012,37.0627,-120.8544,159.06,147.90,27.91,33.49,55.81
"Los Banos","Merced",2013,37.0627,-120.8544,135.29,173.94,35.89,52.46,16.57
"Los Banos","Merced",2014,37.0627,-120.8544,158.36,133.78,27.30,24.57,24.57
"Los Banos","Merced",2015,37.0627,-120.8544,157.41,141.12,37.99,37.99,16.28
"Los Molinos","Tehama",2000,40.0497,-122.0992,614.75,512.30,51.23,153.69,153.69
"Los Molinos","Tehama",2001,40.0497,-122.0992,307.38,461.07,102.46,51.23,102.46
